2024-07-30 10:49:02,657 INFO  [org.apache.activemq.artemis.integration.bootstrap] AMQ101000: Starting ActiveMQ Artemis Server version 2.35.0
2024-07-30 10:49:08,104 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started EPOLL Acceptor at 0.0.0.0:5445 for protocols [HORNETQ,STOMP]
2024-07-30 10:49:08,120 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started EPOLL Acceptor at 0.0.0.0:5672 for protocols [AMQP]
2024-07-30 10:49:08,210 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started EPOLL Acceptor at 0.0.0.0:1883 for protocols [MQTT]
2024-07-30 10:49:08,245 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started EPOLL Acceptor at 0.0.0.0:61613 for protocols [STOMP]
2024-07-30 10:49:08,256 INFO  [org.apache.activemq.artemis.core.server] AMQ221007: Server is now active
2024-07-30 10:49:08,257 INFO  [org.apache.activemq.artemis.core.server] AMQ221001: Apache ActiveMQ Artemis Message Broker version 2.35.0 [0.0.0.0, nodeID=3734ec0b-4442-11ef-bb6d-0242ac140002] 
2024-07-30 10:49:08,296 INFO  [org.apache.activemq.artemis] AMQ241003: Starting embedded web server
2024-07-30 10:49:12,930 INFO  [org.apache.activemq.hawtio.branding.PluginContextListener] Initialized activemq-branding plugin
2024-07-30 10:49:14,325 INFO  [org.apache.activemq.hawtio.plugin.PluginContextListener] Initialized artemis-plugin plugin
2024-07-30 10:49:23,241 INFO  [io.hawt.HawtioContextListener] Initialising hawtio services
2024-07-30 10:49:23,274 INFO  [io.hawt.system.ConfigManager] Configuration will be discovered via system properties
2024-07-30 10:49:23,292 INFO  [io.hawt.jmx.JmxTreeWatcher] Welcome to Hawtio 2.17.7
2024-07-30 10:49:23,329 INFO  [io.hawt.web.auth.AuthenticationConfiguration] Starting hawtio authentication filter, JAAS realm: "activemq" authorized role(s): "amq" role principal classes: "org.apache.activemq.artemis.spi.core.security.jaas.RolePrincipal"
2024-07-30 10:49:23,385 INFO  [io.hawt.web.auth.LoginRedirectFilter] Hawtio loginRedirectFilter is using 1800 sec. HttpSession timeout
2024-07-30 10:49:23,459 INFO  [org.apache.activemq.artemis] AMQ241001: HTTP Server started at http://0.0.0.0:8161
2024-07-30 10:49:23,460 INFO  [org.apache.activemq.artemis] AMQ241002: Artemis Jolokia REST API available at http://0.0.0.0:8161/console/jolokia
2024-07-30 10:49:23,460 INFO  [org.apache.activemq.artemis] AMQ241004: Artemis Console available at http://0.0.0.0:8161/console
2024-07-30 11:03:16,272 WARN  [org.apache.activemq.artemis.core.client] AMQ212037: Connection failure to /172.24.0.3:38906 has been detected: null [code=REMOTE_DISCONNECT]
2024-07-30 11:03:16,290 WARN  [org.apache.activemq.artemis.core.server] AMQ222061: Client connection failed, clearing up resources for session 5cfd410f-4e61-11ef-a308-0242ac180005
2024-07-30 11:03:16,293 WARN  [org.apache.activemq.artemis.core.server] AMQ222107: Cleared up resources for session 5cfd410f-4e61-11ef-a308-0242ac180005
2024-07-30 11:14:51,739 WARN  [org.apache.activemq.artemis.core.client] AMQ212037: Connection failure to /172.24.0.3:47592 has been detected: null [code=REMOTE_DISCONNECT]
2024-07-30 11:14:51,753 WARN  [org.apache.activemq.artemis.core.server] AMQ222061: Client connection failed, clearing up resources for session 64740b42-4e63-11ef-a308-0242ac180005
2024-07-30 11:14:51,755 WARN  [org.apache.activemq.artemis.core.server] AMQ222107: Cleared up resources for session 64740b42-4e63-11ef-a308-0242ac180005
2024-07-30 11:17:39,212 WARN  [org.apache.activemq.artemis.core.client] AMQ212037: Connection failure to /172.24.0.3:53700 has been detected: null [code=REMOTE_DISCONNECT]
2024-07-30 11:17:39,224 WARN  [org.apache.activemq.artemis.core.server] AMQ222061: Client connection failed, clearing up resources for session 106c2227-4e65-11ef-a308-0242ac180005
2024-07-30 11:17:39,226 WARN  [org.apache.activemq.artemis.core.server] AMQ222107: Cleared up resources for session 106c2227-4e65-11ef-a308-0242ac180005
2024-07-30 11:20:22,541 INFO  [org.apache.activemq.artemis] AMQ241005: Stopping embedded web server
2024-07-30 11:20:22,674 INFO  [io.hawt.HawtioContextListener] Destroying hawtio services
2024-07-30 11:20:23,397 INFO  [org.apache.activemq.hawtio.plugin.PluginContextListener] Destroyed artemis-plugin plugin
2024-07-30 11:20:23,989 INFO  [org.apache.activemq.hawtio.branding.PluginContextListener] Destroyed activemq-branding plugin
2024-07-30 11:20:24,498 INFO  [org.apache.activemq.artemis] AMQ241006: Stopped embedded web server
2024-07-30 11:20:24,537 INFO  [org.apache.activemq.artemis.core.server] AMQ221002: Apache ActiveMQ Artemis Message Broker version 2.35.0 [3734ec0b-4442-11ef-bb6d-0242ac140002] stopped, uptime 31 minutes
2024-07-30 11:25:44,392 INFO  [org.apache.activemq.artemis.integration.bootstrap] AMQ101000: Starting ActiveMQ Artemis Server version 2.35.0
2024-07-30 11:25:44,518 INFO  [org.apache.activemq.artemis.core.server] AMQ221000: Primary message broker is starting with configuration Broker Configuration (clustered=false,journalDirectory=data/journal,bindingsDirectory=data/bindings,largeMessagesDirectory=data/large-messages,pagingDirectory=data/paging)
2024-07-30 11:25:44,651 INFO  [org.apache.activemq.artemis.core.server] AMQ221012: Using AIO Journal
2024-07-30 11:25:45,037 INFO  [org.apache.activemq.artemis.core.server] AMQ221057: Global Max Size is being adjusted to 1/2 of the JVM max size (-Xmx). being defined as 1073741824
2024-07-30 11:25:45,176 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-server]. Adding protocol support for: CORE
2024-07-30 11:25:45,178 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-amqp-protocol]. Adding protocol support for: AMQP
2024-07-30 11:25:45,179 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-hornetq-protocol]. Adding protocol support for: HORNETQ
2024-07-30 11:25:45,180 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-mqtt-protocol]. Adding protocol support for: MQTT
2024-07-30 11:25:45,181 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-openwire-protocol]. Adding protocol support for: OPENWIRE
2024-07-30 11:25:45,182 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-stomp-protocol]. Adding protocol support for: STOMP
2024-07-30 11:25:45,417 INFO  [org.apache.activemq.artemis.core.server] AMQ221034: Waiting indefinitely to obtain primary lock
2024-07-30 11:25:45,419 INFO  [org.apache.activemq.artemis.core.server] AMQ221035: Primary Server Obtained primary lock
2024-07-30 11:25:48,313 INFO  [org.apache.activemq.artemis.core.server] AMQ221080: Deploying address DLQ supporting [ANYCAST]
2024-07-30 11:25:48,315 INFO  [org.apache.activemq.artemis.core.server] AMQ221003: Deploying ANYCAST queue DLQ on address DLQ
2024-07-30 11:25:48,322 INFO  [org.apache.activemq.artemis.core.server] AMQ221080: Deploying address ExpiryQueue supporting [ANYCAST]
2024-07-30 11:25:48,323 INFO  [org.apache.activemq.artemis.core.server] AMQ221003: Deploying ANYCAST queue ExpiryQueue on address ExpiryQueue
2024-07-30 11:25:49,669 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started EPOLL Acceptor at 0.0.0.0:61616 for protocols [CORE,MQTT,AMQP,STOMP,HORNETQ,OPENWIRE]
2024-07-30 11:25:49,758 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started EPOLL Acceptor at 0.0.0.0:5445 for protocols [HORNETQ,STOMP]
2024-07-30 11:25:49,784 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started EPOLL Acceptor at 0.0.0.0:5672 for protocols [AMQP]
2024-07-30 11:25:49,871 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started EPOLL Acceptor at 0.0.0.0:1883 for protocols [MQTT]
2024-07-30 11:25:49,904 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started EPOLL Acceptor at 0.0.0.0:61613 for protocols [STOMP]
2024-07-30 11:25:49,912 INFO  [org.apache.activemq.artemis.core.server] AMQ221007: Server is now active
2024-07-30 11:25:49,913 INFO  [org.apache.activemq.artemis.core.server] AMQ221001: Apache ActiveMQ Artemis Message Broker version 2.35.0 [0.0.0.0, nodeID=3734ec0b-4442-11ef-bb6d-0242ac140002] 
2024-07-30 11:25:49,964 INFO  [org.apache.activemq.artemis] AMQ241003: Starting embedded web server
2024-07-30 11:25:52,113 INFO  [org.apache.activemq.hawtio.branding.PluginContextListener] Initialized activemq-branding plugin
2024-07-30 11:25:53,402 INFO  [org.apache.activemq.hawtio.plugin.PluginContextListener] Initialized artemis-plugin plugin
2024-07-30 11:26:02,989 INFO  [io.hawt.HawtioContextListener] Initialising hawtio services
2024-07-30 11:26:03,040 INFO  [io.hawt.system.ConfigManager] Configuration will be discovered via system properties
2024-07-30 11:26:03,059 INFO  [io.hawt.jmx.JmxTreeWatcher] Welcome to Hawtio 2.17.7
2024-07-30 11:26:03,094 INFO  [io.hawt.web.auth.AuthenticationConfiguration] Starting hawtio authentication filter, JAAS realm: "activemq" authorized role(s): "amq" role principal classes: "org.apache.activemq.artemis.spi.core.security.jaas.RolePrincipal"
2024-07-30 11:26:03,152 INFO  [io.hawt.web.auth.LoginRedirectFilter] Hawtio loginRedirectFilter is using 1800 sec. HttpSession timeout
2024-07-30 11:26:03,233 INFO  [org.apache.activemq.artemis] AMQ241001: HTTP Server started at http://0.0.0.0:8161
2024-07-30 11:26:03,234 INFO  [org.apache.activemq.artemis] AMQ241002: Artemis Jolokia REST API available at http://0.0.0.0:8161/console/jolokia
2024-07-30 11:26:03,235 INFO  [org.apache.activemq.artemis] AMQ241004: Artemis Console available at http://0.0.0.0:8161/console
2024-07-30 11:45:37,252 WARN  [org.apache.activemq.artemis.core.client] AMQ212037: Connection failure to /172.24.0.5:55612 has been detected: null [code=REMOTE_DISCONNECT]
2024-07-30 11:45:37,299 WARN  [org.apache.activemq.artemis.core.server] AMQ222061: Client connection failed, clearing up resources for session 9040c85d-4e66-11ef-9d68-0242ac180003
2024-07-30 11:45:37,304 WARN  [org.apache.activemq.artemis.core.server] AMQ222107: Cleared up resources for session 9040c85d-4e66-11ef-9d68-0242ac180003
2024-07-30 11:53:51,191 WARN  [org.apache.activemq.artemis.core.client] AMQ212037: Connection failure to /172.24.0.4:43620 has been detected: null [code=REMOTE_DISCONNECT]
2024-07-30 11:53:51,230 WARN  [org.apache.activemq.artemis.core.server] AMQ222061: Client connection failed, clearing up resources for session 67138636-4e69-11ef-9d68-0242ac180003
2024-07-30 11:53:51,235 WARN  [org.apache.activemq.artemis.core.server] AMQ222107: Cleared up resources for session 67138636-4e69-11ef-9d68-0242ac180003
2024-07-30 12:02:59,686 WARN  [org.apache.activemq.artemis.core.client] AMQ212037: Connection failure to /172.24.0.4:44720 has been detected: null [code=REMOTE_DISCONNECT]
2024-07-30 12:02:59,726 WARN  [org.apache.activemq.artemis.core.server] AMQ222061: Client connection failed, clearing up resources for session 896d3459-4e6a-11ef-9d68-0242ac180003
2024-07-30 12:02:59,730 WARN  [org.apache.activemq.artemis.core.server] AMQ222107: Cleared up resources for session 896d3459-4e6a-11ef-9d68-0242ac180003
2024-07-30 12:05:07,292 INFO  [org.apache.activemq.artemis] AMQ241005: Stopping embedded web server
2024-07-30 12:05:07,465 INFO  [io.hawt.HawtioContextListener] Destroying hawtio services
2024-07-30 12:05:08,517 INFO  [org.apache.activemq.hawtio.plugin.PluginContextListener] Destroyed artemis-plugin plugin
2024-07-30 12:05:09,295 INFO  [org.apache.activemq.hawtio.branding.PluginContextListener] Destroyed activemq-branding plugin
2024-07-30 12:05:09,854 INFO  [org.apache.activemq.artemis] AMQ241006: Stopped embedded web server
2024-07-30 12:05:09,900 INFO  [org.apache.activemq.artemis.core.server] AMQ221002: Apache ActiveMQ Artemis Message Broker version 2.35.0 [3734ec0b-4442-11ef-bb6d-0242ac140002] stopped, uptime 39 minutes
2024-07-30 12:06:53,762 INFO  [org.apache.activemq.artemis.integration.bootstrap] AMQ101000: Starting ActiveMQ Artemis Server version 2.35.0
2024-07-30 12:06:53,900 INFO  [org.apache.activemq.artemis.core.server] AMQ221000: Primary message broker is starting with configuration Broker Configuration (clustered=false,journalDirectory=data/journal,bindingsDirectory=data/bindings,largeMessagesDirectory=data/large-messages,pagingDirectory=data/paging)
2024-07-30 12:06:54,038 INFO  [org.apache.activemq.artemis.core.server] AMQ221012: Using AIO Journal
2024-07-30 12:06:54,350 INFO  [org.apache.activemq.artemis.core.server] AMQ221057: Global Max Size is being adjusted to 1/2 of the JVM max size (-Xmx). being defined as 1073741824
2024-07-30 12:06:54,458 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-server]. Adding protocol support for: CORE
2024-07-30 12:06:54,461 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-amqp-protocol]. Adding protocol support for: AMQP
2024-07-30 12:06:54,463 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-hornetq-protocol]. Adding protocol support for: HORNETQ
2024-07-30 12:06:54,464 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-mqtt-protocol]. Adding protocol support for: MQTT
2024-07-30 12:06:54,465 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-openwire-protocol]. Adding protocol support for: OPENWIRE
2024-07-30 12:06:54,466 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-stomp-protocol]. Adding protocol support for: STOMP
2024-07-30 12:06:54,591 INFO  [org.apache.activemq.artemis.core.server] AMQ221034: Waiting indefinitely to obtain primary lock
2024-07-30 12:06:54,592 INFO  [org.apache.activemq.artemis.core.server] AMQ221035: Primary Server Obtained primary lock
2024-07-30 12:06:57,714 INFO  [org.apache.activemq.artemis.core.server] AMQ221080: Deploying address DLQ supporting [ANYCAST]
2024-07-30 12:06:57,717 INFO  [org.apache.activemq.artemis.core.server] AMQ221003: Deploying ANYCAST queue DLQ on address DLQ
2024-07-30 12:06:57,727 INFO  [org.apache.activemq.artemis.core.server] AMQ221080: Deploying address ExpiryQueue supporting [ANYCAST]
2024-07-30 12:06:57,728 INFO  [org.apache.activemq.artemis.core.server] AMQ221003: Deploying ANYCAST queue ExpiryQueue on address ExpiryQueue
2024-07-30 12:06:59,174 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started EPOLL Acceptor at 0.0.0.0:61616 for protocols [CORE,MQTT,AMQP,STOMP,HORNETQ,OPENWIRE]
2024-07-30 12:06:59,290 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started EPOLL Acceptor at 0.0.0.0:5445 for protocols [HORNETQ,STOMP]
2024-07-30 12:06:59,325 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started EPOLL Acceptor at 0.0.0.0:5672 for protocols [AMQP]
2024-07-30 12:06:59,422 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started EPOLL Acceptor at 0.0.0.0:1883 for protocols [MQTT]
2024-07-30 12:06:59,442 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started EPOLL Acceptor at 0.0.0.0:61613 for protocols [STOMP]
2024-07-30 12:06:59,449 INFO  [org.apache.activemq.artemis.core.server] AMQ221007: Server is now active
2024-07-30 12:06:59,449 INFO  [org.apache.activemq.artemis.core.server] AMQ221001: Apache ActiveMQ Artemis Message Broker version 2.35.0 [0.0.0.0, nodeID=3734ec0b-4442-11ef-bb6d-0242ac140002] 
2024-07-30 12:06:59,493 INFO  [org.apache.activemq.artemis] AMQ241003: Starting embedded web server
2024-07-30 12:07:01,684 INFO  [org.apache.activemq.hawtio.branding.PluginContextListener] Initialized activemq-branding plugin
2024-07-30 12:07:03,222 INFO  [org.apache.activemq.hawtio.plugin.PluginContextListener] Initialized artemis-plugin plugin
2024-07-30 12:07:12,111 INFO  [io.hawt.HawtioContextListener] Initialising hawtio services
2024-07-30 12:07:12,155 INFO  [io.hawt.system.ConfigManager] Configuration will be discovered via system properties
2024-07-30 12:07:12,174 INFO  [io.hawt.jmx.JmxTreeWatcher] Welcome to Hawtio 2.17.7
2024-07-30 12:07:12,231 INFO  [io.hawt.web.auth.AuthenticationConfiguration] Starting hawtio authentication filter, JAAS realm: "activemq" authorized role(s): "amq" role principal classes: "org.apache.activemq.artemis.spi.core.security.jaas.RolePrincipal"
2024-07-30 12:07:12,300 INFO  [io.hawt.web.auth.LoginRedirectFilter] Hawtio loginRedirectFilter is using 1800 sec. HttpSession timeout
2024-07-30 12:07:12,391 INFO  [org.apache.activemq.artemis] AMQ241001: HTTP Server started at http://0.0.0.0:8161
2024-07-30 12:07:12,392 INFO  [org.apache.activemq.artemis] AMQ241002: Artemis Jolokia REST API available at http://0.0.0.0:8161/console/jolokia
2024-07-30 12:07:12,393 INFO  [org.apache.activemq.artemis] AMQ241004: Artemis Console available at http://0.0.0.0:8161/console
2024-07-30 12:08:56,585 INFO  [io.hawt.web.auth.LoginServlet] Hawtio login is using 1800 sec. HttpSession timeout
2024-07-30 12:08:56,923 INFO  [io.hawt.web.auth.keycloak.KeycloakServlet] Keycloak integration is disabled
2024-07-30 12:08:57,120 INFO  [io.hawt.web.proxy.ProxyServlet] Proxy servlet is disabled
2024-07-30 12:08:57,189 INFO  [io.hawt.web.servlets.JolokiaConfiguredAgentServlet] Jolokia overridden property: [key=policyLocation, value=file:/var/lib/artemis-instance/./etc/jolokia-access.xml]
2024-07-30 12:09:01,870 INFO  [io.hawt.web.auth.LoginServlet] Logging in user: admin
2024-07-30 12:29:36,115 INFO  [org.apache.activemq.artemis] AMQ241005: Stopping embedded web server
2024-07-30 12:29:36,141 INFO  [io.hawt.HawtioContextListener] Destroying hawtio services
2024-07-30 12:29:36,833 INFO  [org.apache.activemq.hawtio.plugin.PluginContextListener] Destroyed artemis-plugin plugin
2024-07-30 12:29:37,202 INFO  [org.apache.activemq.hawtio.branding.PluginContextListener] Destroyed activemq-branding plugin
2024-07-30 12:29:37,646 INFO  [org.apache.activemq.artemis] AMQ241006: Stopped embedded web server
2024-07-30 12:29:37,647 INFO  [org.apache.activemq.artemis.core.server] AMQ221002: Apache ActiveMQ Artemis Message Broker version 2.35.0 [3734ec0b-4442-11ef-bb6d-0242ac140002] stopped, uptime 22 minutes
2024-07-30 12:29:53,252 INFO  [org.apache.activemq.artemis.integration.bootstrap] AMQ101000: Starting ActiveMQ Artemis Server version 2.35.0
2024-07-30 12:29:53,390 INFO  [org.apache.activemq.artemis.core.server] AMQ221000: Primary message broker is starting with configuration Broker Configuration (clustered=false,journalDirectory=data/journal,bindingsDirectory=data/bindings,largeMessagesDirectory=data/large-messages,pagingDirectory=data/paging)
2024-07-30 12:29:53,509 INFO  [org.apache.activemq.artemis.core.server] AMQ221012: Using AIO Journal
2024-07-30 12:29:53,768 INFO  [org.apache.activemq.artemis.core.server] AMQ221057: Global Max Size is being adjusted to 1/2 of the JVM max size (-Xmx). being defined as 1073741824
2024-07-30 12:29:53,880 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-server]. Adding protocol support for: CORE
2024-07-30 12:29:53,883 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-amqp-protocol]. Adding protocol support for: AMQP
2024-07-30 12:29:53,884 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-hornetq-protocol]. Adding protocol support for: HORNETQ
2024-07-30 12:29:53,885 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-mqtt-protocol]. Adding protocol support for: MQTT
2024-07-30 12:29:53,886 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-openwire-protocol]. Adding protocol support for: OPENWIRE
2024-07-30 12:29:53,887 INFO  [org.apache.activemq.artemis.core.server] AMQ221043: Protocol module found: [artemis-stomp-protocol]. Adding protocol support for: STOMP
2024-07-30 12:29:54,016 INFO  [org.apache.activemq.artemis.core.server] AMQ221034: Waiting indefinitely to obtain primary lock
2024-07-30 12:29:54,017 INFO  [org.apache.activemq.artemis.core.server] AMQ221035: Primary Server Obtained primary lock
2024-07-30 12:29:57,332 INFO  [org.apache.activemq.artemis.core.server] AMQ221080: Deploying address DLQ supporting [ANYCAST]
2024-07-30 12:29:57,335 INFO  [org.apache.activemq.artemis.core.server] AMQ221003: Deploying ANYCAST queue DLQ on address DLQ
2024-07-30 12:29:57,343 INFO  [org.apache.activemq.artemis.core.server] AMQ221080: Deploying address ExpiryQueue supporting [ANYCAST]
2024-07-30 12:29:57,344 INFO  [org.apache.activemq.artemis.core.server] AMQ221003: Deploying ANYCAST queue ExpiryQueue on address ExpiryQueue
2024-07-30 12:29:58,649 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started EPOLL Acceptor at 0.0.0.0:61616 for protocols [CORE,MQTT,AMQP,STOMP,HORNETQ,OPENWIRE]
2024-07-30 12:29:58,744 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started EPOLL Acceptor at 0.0.0.0:5445 for protocols [HORNETQ,STOMP]
2024-07-30 12:29:58,781 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started EPOLL Acceptor at 0.0.0.0:5672 for protocols [AMQP]
2024-07-30 12:29:58,868 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started EPOLL Acceptor at 0.0.0.0:1883 for protocols [MQTT]
2024-07-30 12:29:58,894 INFO  [org.apache.activemq.artemis.core.server] AMQ221020: Started EPOLL Acceptor at 0.0.0.0:61613 for protocols [STOMP]
2024-07-30 12:29:58,901 INFO  [org.apache.activemq.artemis.core.server] AMQ221007: Server is now active
2024-07-30 12:29:58,902 INFO  [org.apache.activemq.artemis.core.server] AMQ221001: Apache ActiveMQ Artemis Message Broker version 2.35.0 [0.0.0.0, nodeID=3734ec0b-4442-11ef-bb6d-0242ac140002] 
2024-07-30 12:29:58,943 INFO  [org.apache.activemq.artemis] AMQ241003: Starting embedded web server
2024-07-30 12:30:01,102 INFO  [org.apache.activemq.hawtio.branding.PluginContextListener] Initialized activemq-branding plugin
2024-07-30 12:30:02,612 INFO  [org.apache.activemq.hawtio.plugin.PluginContextListener] Initialized artemis-plugin plugin
2024-07-30 12:30:11,353 INFO  [io.hawt.HawtioContextListener] Initialising hawtio services
2024-07-30 12:30:11,394 INFO  [io.hawt.system.ConfigManager] Configuration will be discovered via system properties
2024-07-30 12:30:11,407 INFO  [io.hawt.jmx.JmxTreeWatcher] Welcome to Hawtio 2.17.7
2024-07-30 12:30:11,442 INFO  [io.hawt.web.auth.AuthenticationConfiguration] Starting hawtio authentication filter, JAAS realm: "activemq" authorized role(s): "amq" role principal classes: "org.apache.activemq.artemis.spi.core.security.jaas.RolePrincipal"
2024-07-30 12:30:11,490 INFO  [io.hawt.web.auth.LoginRedirectFilter] Hawtio loginRedirectFilter is using 1800 sec. HttpSession timeout
2024-07-30 12:30:11,561 INFO  [org.apache.activemq.artemis] AMQ241001: HTTP Server started at http://0.0.0.0:8161
2024-07-30 12:30:11,562 INFO  [org.apache.activemq.artemis] AMQ241002: Artemis Jolokia REST API available at http://0.0.0.0:8161/console/jolokia
2024-07-30 12:30:11,563 INFO  [org.apache.activemq.artemis] AMQ241004: Artemis Console available at http://0.0.0.0:8161/console
2024-07-30 12:30:12,188 INFO  [io.hawt.web.auth.LoginServlet] Hawtio login is using 1800 sec. HttpSession timeout
2024-07-30 12:30:13,528 INFO  [io.hawt.web.auth.keycloak.KeycloakServlet] Keycloak integration is disabled
2024-07-30 12:30:13,698 INFO  [io.hawt.web.proxy.ProxyServlet] Proxy servlet is disabled
2024-07-30 12:30:13,774 INFO  [io.hawt.web.servlets.JolokiaConfiguredAgentServlet] Jolokia overridden property: [key=policyLocation, value=file:/var/lib/artemis-instance/./etc/jolokia-access.xml]
2024-07-30 12:30:21,490 INFO  [io.hawt.web.auth.LoginServlet] Logging in user: admin
2024-07-30 12:44:11,985 WARN  [org.apache.activemq.artemis.core.client] AMQ212037: Connection failure to /172.24.0.4:54590 has been detected: null [code=REMOTE_DISCONNECT]
2024-07-30 12:44:11,992 WARN  [org.apache.activemq.artemis.core.server] AMQ222061: Client connection failed, clearing up resources for session 83bc810b-4e6f-11ef-a262-0242ac180003
2024-07-30 12:44:11,997 WARN  [org.apache.activemq.artemis.core.server] AMQ222107: Cleared up resources for session 83bc810b-4e6f-11ef-a262-0242ac180003
2024-07-30 12:44:14,659 INFO  [org.apache.activemq.artemis] AMQ241005: Stopping embedded web server
2024-07-30 12:44:14,687 INFO  [io.hawt.HawtioContextListener] Destroying hawtio services
2024-07-30 12:44:15,299 INFO  [org.apache.activemq.hawtio.plugin.PluginContextListener] Destroyed artemis-plugin plugin
2024-07-30 12:44:15,638 INFO  [org.apache.activemq.hawtio.branding.PluginContextListener] Destroyed activemq-branding plugin
2024-07-30 12:44:16,024 INFO  [org.apache.activemq.artemis] AMQ241006: Stopped embedded web server
